file,ne1,type1,cnt-1,ne2,type2,cnt-2,ne3,type3,cnt-3,ne4,type4,cnt-4,ne5,type5,cnt-5,ne6,type6,cnt-6,ne7,type7,cnt-7,ne8,type8,cnt-8,ne9,type9,cnt-9,ne10,type10,cnt-10,ne11,type11,cnt-11,ne12,type12,cnt-12,ne13,type13,cnt-13,ne14,type14,cnt-14,ne15,type15,cnt-15,ne16,type16,cnt-16,ne17,type17,cnt-17,ne18,type18,cnt-18,ne19,type19,cnt-19,ne20,type20,cnt-20
CTX193702773,ARCHEOLOGICKÝ USTAV ČSAV,Cult/Educational institution,1,Mseum SLANÍ Čj .,Cult/Educational institution,1,2773 / 37,Phone/Fax number,1,5550 / 52,Zip code,1,1,Itemizer (1.),1,Dr.J.Bhm konstatuje chaos a,Complex personal names,1,Městského musea,Cult/Educational institution,1,2.8 .1937 < F .,Complex time expressions,1,4,Itemizer (1.),1,2,Itemizer (1.),1,M.m.V.Stechayzas ílá n . z .,Complex personal names,1,1954,Year,1,2,Year,1,V.Knorovi a J.Kab átovi,Complex personal names,1,Iibušíně,Urban geographical name (Street/Square),1,1920,Year,1,53,Year,1,březnz,Month,1,1981,Year,1,32 6215 74,Number expression (General),1
CTX193702834,ČSL,States/Provinces/Regions,1,ARCHAEOLOGICKÝ ÚSTAV,Cult/Educational institution,1,2834,Cardinal number,1,2 / 12,Cardinal number,1,3,Cardinal number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702843,473,Volu-metric number,2,27,Volu-metric number,2,1937,Year,1,Jutušiu,Periodical name (Newspaper/Magazine),1,17 Juni 1935,Complex time expressions,1,H . Dr . Merkl,Complex personal names,1,18,Itemizer (1.),1,1934,Year,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702844,1,Number expression (General),2,6,Number expression (General),2,1,Cardinal number,1,J,Measure unit,1,22 . X . 1935,Complex time expressions,1,466,Volu-metric number,1,Reibstein,Surname,1,Furdstelle,Cultural artifact (Book/Painting),1,26 . X . 1935,Complex time expressions,1,471 / 27,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702847,27,Volu-metric number,3,6,Number expression (General),1,1 / 1 II . Am 16 . Jänner 1 . 35,Number expression (General),1,541 / 2,Number expression (General),1,F . Scheithauer,Complex personal names,1,50,Cardinal number,1,80,Cardinal number,1,cm,Measure unit,1,433 / 27 -436 / 27,Number expression (General),1,4,Number expression (General),1,Funddatum Júli,Cultural artifact (Book/Painting),1,1933,Year,1,395,Volu-metric number,1,5 . . 1933,Complex time expressions,1,24 . XI . stiessen Arbeiter,Complex time expressions,1,prof . Bronzestab Scherben,Complex personal names,1,409,Volu-metric number,1,410,Volu-metric number,1,,,0,,,0
CTX193702857,24 . X . 1934,Complex time expressions,1,0,Cardinal number,1,9,Number expression (General),1,1935,Year,1,Museum Knochenstucke,Cult/Educational institution,1,Nr,States/Provinces/Regions,1,455 / 27,Number expression (General),1,Nr .,States/Provinces/Regions,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702862,cm,Measure unit,2,100,Cardinal number,1,110,Cardinal number,1,og,Measure unit,1,20,Cardinal number,1,439,Volu-metric number,1,27,Volu-metric number,1,440,Volu-metric number,1,Nr,States/Provinces/Regions,1,441,Volu-metric number,1,442,Volu-metric number,1,7,Volu-metric number,1,443,Volu-metric number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702865,27,Volu-metric number,2,4,Itemizer (1.),1,25 . X 1.1935 Mus.Brx,Complex time expressions,1,480,Volu-metric number,1,Scherben,Surname,1,3,Volu-metric number,1,Gefässen K - mmmuster / well enf rmig / - kommartig gestochen / - » - 480 / 27,Cultural artifact (Book/Painting),1,23 . X 1 . 1936,Complex time expressions,1,KOPITZ,Surname,1,.,Itemizer (1.),1,479,Volu-metric number,1,2,Volu-metric number,1,Schweinszhn,Surname,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702986,STÁTNÍ PAMÁTKOVÝ ÚŘAD PRO ČECHY V PRAZE 4202,Organization/Society,1,/ 37,Number expression (General),1,. Lis,"Directives, norms",1,Praha,Settlement name (City/Town),1,J . aáří 19 57,Complex time expressions,1,VLAŠSKÁ,Super-terrestrial name (Star/Planet),1,19,Street address,1,Žabou - sech,Settlement name (City/Town),1,Státnímu archeologickému ústavu v Prase,Cult/Educational institution,1,ARCHAEOLOGTCKÝ Ostav,Cult/Educational institution,1,193,Itemizer (1.),1,Státnímu archeologickému ústavu v Prase III .,Cult/Educational institution,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702992,STÁTNÍ ARCHEOLOGICKÝ ÚSTAV INSTITUT D ' ARCHÉOLOGIE DE LÉTAT TCHÉCOSLOVAQUE,Cult/Educational institution,1,PRAHA,Settlement name (City/Town),1,347,Number expression (General),1,PRAZE,Settlement name (City/Town),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193702998,193,Number expression (General),2,STÁTNÍ ARCHEOLOGICKÝ ÚSTAV INSTITUT D ' ARCHÉOLOGIE DE LÉTAT TCHÉCOSLOVAQUE PRAHA III .,Cult/Educational institution,1,347,Street address,1,794 /,Zip code,1,PRAZE,Settlement name (City/Town),1,3998,Number expression (General),1,4,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703002,ARCHEOLOGICKÝ ÚSTAV INSTITUT D ' ARCHÉOLOGIE DE ĽÉTAT TCHÉCOSLOVAQUE PRAHA,Cult/Educational institution,1,347,Number expression (General),1,3002 / 24,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703006,Slánsku,Territorial name (State/Region),4,1937,Year,2,Kristu,Relig./myth persons,2,3006,Number expression (General),2,Zelenících,Settlement name (City/Town),1,Buchtela,Surname,1,Knovízina,Territorial name (State/Region),1,Dre - tovicich,Settlement name (City/Town),1,Kladensku,Territorial name (State/Region),1,Trebi - sicichna Slánsku,Territorial name (State/Region),1,7,Number expression (General),1,KLADNO,Settlement name (City/Town),1,6 9,Number expression (General),1,prof . dr . Buchtela,Complex personal names,1,Jan Bašti,Complex personal names,1,Trebusic,Settlement name (City/Town),1,,,0,,,0,,,0,,,0
CTX193703047,Plaňanech,Settlement name (City/Town),2,Praze,Settlement name (City/Town),1,1931,Year,1,Státnímu ústavu archeologickému v Praze,Cult/Educational institution,1,3,Itemizer (1.),1,"Stát , úřadem památkovým",Organization/Society,1,15.IX,Hour,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703049,"Okresní museum v TI U , B - p O.cl",Cult/Educational institution,1,95,Number expression (General),1,Československému státnímu ústavu archeologickému JJcsi.HJJ,Cult/Educational institution,1,.,Itemizer (1.),1,Praze,Settlement name (City/Town),1,6,Number expression (General),1,Libice,Settlement name (City/Town),1,1,Cardinal number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703050,Jar . P a t . r h,Complex personal names,2,Holedeče,Settlement name (City/Town),2,Morava,Territorial name (State/Region),2,Národního musea,Cult/Educational institution,2,Ir,States/Provinces/Regions,1,Holletitz,Surname,1,Saaz,Product (General),1,"Nar.Politika , Odpol "" , Prag , den 14 . 9 . 1937",Complex bibliographic expression,1,Zátce,Settlement name (City/Town),1,Morave,Settlement name (City/Town),1,Věstonicím,Settlement name (City/Town),1,Pyrenejich,Nature/Landscape name (Mountain/River),1,Čechy,Territorial name (State/Region),1,Pyre Pyreto,Nature/Landscape name (Mountain/River),1,Zatce,Settlement name (City/Town),1,Čechy,Inhabitant name,1,Cechách,Settlement name (City/Town),1,Jenerálka,Urban geographical name (Street/Square),1,Prahy,Settlement name (City/Town),1,Lubná,Settlement name (City/Town),1
CTX193703072,3,Cardinal number,2,30,Cardinal number,1,2,Cardinal number,1,24 / * \ x,Complex time expressions,1,Okresní museum v Sedlčanech,Cult/Educational institution,1,St . A . Ú .,Cult/Educational institution,1,Třebnice,Settlement name (City/Town),1,551,Number expression (General),1,Sedlčany,Settlement name (City/Town),1,2471 / 37,Number expression (General),1,3045,Number expression (General),1,3047,Number expression (General),1,0 . 2,Itemizer (1.),1,H .,First name,1,5,Itemizer (1.),1,6,Itemizer (1.),1,7,Itemizer (1.),1,8,Itemizer (1.),1,Dubský Latén,Geographical name (General),1,9,Volu-metric number,1
CTX193703088,77,Itemizer (1.),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703140,1,Itemizer (1.),2,Slánské hory,Nature/Landscape name (Mountain/River),2,ČES,States/Provinces/Regions,1,KLADNO,Settlement name (City/Town),1,3 / 44,Cardinal number,1,w J .,Measure unit,1,E,Artifact name (General),1,10,Cardinal number,1,Slánské hoře,Nature/Landscape name (Mountain/River),1,Palaeký,Cult/Educational institution,1,Slaného,Settlement name (City/Town),1,1,Number expression (General),1,Slánské ' 3 12 hoře,Nature/Landscape name (Mountain/River),1,Musejní spolek Palacký ze Slaného,Cult/Educational institution,1,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703175,CHLUMÍN,Settlement name (City/Town),1,Okr . Mělník,Organization/Society,1,Zálezlicům,Settlement name (City/Town),1,2951 / 37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,12.5,Volu-metric number,1,13.5,Volu-metric number,1,11.5,Volu-metric number,1,4.5,Volu-metric number,1,25,Volu-metric number,1,37,Volu-metric number,1,3073,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703176,Mělník,Settlement name (City/Town),1,m,Measure unit,1,mv,Measure unit,1,Višňovka,Geographical name (General),1,Eálezlicům,Settlement name (City/Town),1,2951 / 37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,8,Cardinal number,1,6*,Number expression (General),1,5,Number expression (General),1,11.5,Number expression (General),1,3,Number expression (General),1,25,Number expression (General),1,37,Number expression (General),1,3076,Number expression (General),1,2,Number expression (General),1,I 5 . října 1937,Complex time expressions,1,ČSL,States/Provinces/Regions,1,STÁTNÍ ARCHAROLOGIC,Organization/Society,1,14,Number expression (General),1
CTX193703178,Kly,Settlement name (City/Town),1,OKRES p . s . Mělník Č . Í,Organization/Society,1,3173 / 3,Number expression (General),1,Krausovna,Geographical name (General),1,Hašlerův,Geographical name (General),1,552,Number expression (General),1,2951 / 37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,14,Number expression (General),1,16,Number expression (General),1,5,Number expression (General),1,24,Number expression (General),1,37,Number expression (General),1,3071,Number expression (General),1,15 října 1937,Complex time expressions,1,Ant . Kor .,Complex personal names,1,,,0,,,0,,,0,,,0
CTX193703182,Mělník,Territorial name (State/Region),2,2,Number expression (General),2,OBŘÍsTÍ,Settlement name (City/Town),1,Semelkovice,Urban geographical name (Street/Square),1,ing . Sedláka,Complex personal names,1,2951,Number expression (General),1,37,Year,1,Mělníce,Settlement name (City/Town),1,14,Cardinal number,1,d,Measure unit,1,23,Cardinal number,1,9,Cardinal number,1,cm,Measure unit,1,22,Number expression (General),1,37,Number expression (General),1,3074,Number expression (General),1,457,Number expression (General),1,Praze,Settlement name (City/Town),1,I 5 . října 1937,Complex time expressions,1,ARCHEOLOGICKÝ ÚSTAV,Cult/Educational institution,1
CTX193703185,Ada,Settlement name (City/Town),1,Rsandýs n . / L . C .,Settlement name (City/Town),1,3185 / 37 C .,Number expression (General),1,CISLO MAPY,Geographical name (General),1,m,Measure unit,1,Mělník,Settlement name (City/Town),1,112,Number expression (General),1,37,Year,1,2951,Number expression (General),1,37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,cm,Measure unit,1,15 října 1937,Complex time expressions,1,.,Itemizer (1.),1,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703188,129,Itemizer (1.),2,7,Number expression (General),2,ČSL,States/Provinces/Regions,1,STÁTNÍ ARCHAEOLOGICKY ÚST 1 V . 3189,Organization/Society,1,67,Number expression (General),1,193,Number expression (General),1,8,Number expression (General),1,I,Volu-metric number,1,9,Volu-metric number,1,ŘEPÍN,Settlement name (City/Town),1,Mělník,Territorial name (State/Region),1,Kasa,Company/Firm,1,2951 / 37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,22*,Cardinal number,1,20*,Cardinal number,1,om,Measure unit,1,14,Number expression (General),1,3074,Number expression (General),1,b,Measure unit,1
CTX193703191,cm,Measure unit,17,3075,Number expression (General),4,86,Number expression (General),3,53,Number expression (General),3,6,Cardinal number,3,37,Number expression (General),3,3066,Number expression (General),3,5,Number expression (General),3,b,Measure unit,3,3067,Number expression (General),3,g,Measure unit,3,1,Number expression (General),2,I,Volu-metric number,2,3,Volu-metric number,2,7,Number expression (General),2,10,Cardinal number,2,8,Volu-metric number,2,14,Number expression (General),2,13,Number expression (General),2,3,Cardinal number,2
CTX193703192,3192 / 37,Number expression (General),1,Mělník,Settlement name (City/Town),1,447,Number expression (General),1,9,Number expression (General),1,Vlníněvsi,Settlement name (City/Town),1,2951,Number expression (General),1,37,Number expression (General),1,Mělníce,Settlement name (City/Town),1,Praze,Settlement name (City/Town),1,15 . října 1937,Complex time expressions,1,Ant . Knor,Complex personal names,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703247,Praze,Settlement name (City/Town),2,STATNI ARCHAROLOGICKÝ ÚSTAV,Cult/Educational institution,1,1,Itemizer (1.),1,1937,Year,1,K o k o ž í n / okr.Mlnfk/ . ‘ 1,Complex bibliographic expression,1,t,Measure unit,1,1,Number expression (General),1,8,Cardinal number,1,cm,Measure unit,1,25 . Mí jna 1937,Complex time expressions,1,4 Híjna ‘ 1937,Complex time expressions,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703265,ČSL,States/Provinces/Regions,1,ARCIIAEOLOGICKÝ ÚSTAV,Cult/Educational institution,1,3205,Number expression (General),1,24,Number expression (General),1,193,Number expression (General),1,1,Number expression (General),1,Kanina,Settlement name (City/Town),1,Mělník,Settlement name (City/Town),1,Mělníka,Settlement name (City/Town),1,Václava Kočíhoe,Complex personal names,1,186,Cardinal number,1,mm,Measure unit,1,98,Cardinal number,1,mou,Measure unit,1,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703268,Praze,Settlement name (City/Town),2,8,Number expression (General),2,Hanina,Settlement name (City/Town),1,Mělník,Settlement name (City/Town),1,25 . října 1937*,Complex time expressions,1,října 1937,Complex time expressions,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703276,.,Itemizer (1.),2,4,Cardinal number,2,50,Cardinal number,2,cm,Measure unit,2,6 . 7 { 3,Complex time expressions,1,3276 / 32,Number expression (General),1,ÚŘAD MĚSTA TŘEBENIC Politický okres Litoměřice,Organization/Society,1,1,Number expression (General),1,29,Number expression (General),1,Třebenicich,Settlement name (City/Town),1,L . X 1 . 1937 193,Complex time expressions,1,Státnímu archeologickému —,Organization/Society,1,Praze,Settlement name (City/Town),1,Na vyplaveném”,Geographical name (General),1,Č . Středohoří,Nature/Landscape name (Mountain/River),1,Úpohlavům,Settlement name (City/Town),1,Řípu,Nature/Landscape name (Mountain/River),1,6,Cardinal number,1,1,Cardinal number,1,30,Cardinal number,1
CTX193703480,1931,Year,7,1930,Year,5,I,Number expression (General),5,Homolky,Nature/Landscape name (Mountain/River),4,C,Artifact name (General),4,Homolce,Urban geographical name (Street/Square),4,48,Number expression (General),4,2,Itemizer (1.),3,4,Itemizer (1.),3,6,Itemizer (1.),3,8,Itemizer (1.),3,1929,Year,3,D,Artifact name (General),3,E,Artifact name (General),3,3,Cardinal number,3,120,Number expression (General),3,1 .,Ordinal number,2,3,Itemizer (1.),2,5,Itemizer (1.),2,10,Itemizer (1.),2
CTX193703509,Praze,Settlement name (City/Town),3,1,Itemizer (1.),2,Č . d . 2082 / 37,"Directives, norms",1,7 . října 1937,Complex time expressions,1,3,Number expression (General),1,/ 37,Number expression (General),1,IX,Number expression (General),1,7,Number expression (General),1,25 - června 1930,Complex time expressions,1,/ 30,Number expression (General),1,1,Number expression (General),1,2,Number expression (General),1,219,Number expression (General),1,229,Number expression (General),1,Ostrov,Urban geographical name (Street/Square),1,I,Itemizer (1.),1,A,Volu-metric number,1,II,Volu-metric number,1,Ostrov,Settlement name (City/Town),1,5,Number expression (General),1
CTX193703556,cm,Measure unit,2,Turnov,Settlement name (City/Town),1,3060 / 37,Number expression (General),1,prof.Dra Šimáka,Complex personal names,1,Turnově,Settlement name (City/Town),1,10,Cardinal number,1,15,Cardinal number,1,8,Cardinal number,1,11,Cardinal number,1,mm,Measure unit,1,17.prosince 1937,Complex time expressions,1,3,Number expression (General),1,Praze,Settlement name (City/Town),1,. . prosince 1937,Complex time expressions,1,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703577,cm,Measure unit,3,Gablonz,Surname,2,13,Number expression (General),2,357,Volu-metric number,1,STAATLICHE ARCHAEOLOGISCHE ANSTALT,Cult/Educational institution,1,Kunnersdorf Friedlandi,Settlement name (City/Town),1,7,Number expression (General),1,Herrn Rudolf Wunsch,Complex personal names,1,Mitteilungen des Vereins der Nátur - freunde,Cult/Educational institution,1,Reichenberg,Settlement name (City/Town),1,37 . Jhrg . 1935,Complex time expressions,1,1,Number expression (General),1,10,Cardinal number,1,Anae,Cult/Educational institution,1,80,Cardinal number,1,12.40,Cardinal number,1,m,Measure unit,1,Bahn,Cult/Educational institution,1,kg,Measure unit,1,3517,Volu-metric number,1
CTX193703609,2,Itemizer (1.),1,3.3 . 1938,Complex time expressions,1,3,Number expression (General),1,18,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193703610,22,Number expression (General),1,3.7,Number expression (General),1,1938,Year,1,18,Number expression (General),1,32,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193800003,STATIII ARCIIAEOLOGIOKT ÚSTAV,Cult/Educational institution,1,3,Number expression (General),1,2,Number expression (General),1,1938,Year,1,67942,Cardinal number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193800004,ÚSTAV,Cult/Educational institution,1,938,Itemizer (1.),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193800007,8,Itemizer (1.),1,BN,Periodical name (Newspaper/Magazine),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX193800009,6,Number expression (General),5,0,Number expression (General),3,2,Number expression (General),2,7,Number expression (General),2,1,Itemizer (1.),1,STÁTNÍ ARCNIATOLOGICKÝ ÚSTAV,Cult/Educational institution,1,57,Number expression (General),1,737,Number expression (General),1,63,Number expression (General),1,88,Number expression (General),1,2.62,Itemizer (1.),1,5,Itemizer (1.),1,2,Itemizer (1.),1,3,Number expression (General),1,F - 6 / 2,Number expression (General),1,4,Number expression (General),1,4,Itemizer (1.),1,9 / 38,Cardinal number,1,7,Itemizer (1.),1,27,Number expression (General),1
CTX193800036,37,Number expression (General),4,11,Number expression (General),3,36,Itemizer (1.),2,36 / 38,Ordinal number,2,TREBUSICE,Settlement name (City/Town),2,4,Itemizer (1.),1,3,Cardinal number,1,38,Number expression (General),1,3,Number expression (General),1,2734,Number expression (General),1,6,Number expression (General),1,735,Number expression (General),1,10,Number expression (General),1,8,Number expression (General),1,6 36 / 38 00333933,Number expression (General),1,RIMSKÉ ŽÁROVÉ POHŘEBIŠTĚ,Cultural artifact (Book/Painting),1,1,Number expression (General),1,7,Number expression (General),1,I,Number expression (General),1,XVI,Number expression (General),1
